Type of Travel,Class,Inflight wifi service,Online boarding,Inflight entertainment,satisfaction,mamdani_score,sugeno_score
Business travel,Business,2,2,2,neutral or dissatisfied,48.947046843177176,45.0
Personal Travel,Eco,2,2,1,neutral or dissatisfied,48.43806646525686,34.09090909090909
Personal Travel,Eco,2,1,5,neutral or dissatisfied,18.305164319248828,25.000000000000004
Business travel,Business,1,1,1,neutral or dissatisfied,40.91767554479425,35.0
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,3,3,5,neutral or dissatisfied,51.05295315682276,66.66666666666667
Personal Travel,Eco,3,3,4,neutral or dissatisfied,51.561933534743225,60.714285714285715
Personal Travel,Eco,3,4,5,neutral or dissatisfied,81.69483568075115,75.0
Personal Travel,Eco,2,4,3,neutral or dissatisfied,51.561933534743225,58.33333333333332
Personal Travel,Eco,2,2,2,neutral or dissatisfied,48.947046843177176,38.33333333333332
Personal Travel,Eco,2,0,5,neutral or dissatisfied,16.33333333333333,25.0
Business travel,Business,1,5,5,satisfied,83.66666666666667,75.0
Business travel,Eco Plus,2,2,3,neutral or dissatisfied,49.999999999999986,49.99999999999999
Business travel,Business,2,5,4,satisfied,83.66666666666667,75.0
Personal Travel,Eco,3,3,2,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Business,4,4,4,satisfied,59.08232445520579,71.15384615384615
Business travel,Eco,3,2,3,neutral or dissatisfied,48.947046843177176,45.0
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,1,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Eco,4,4,3,neutral or dissatisfied,51.561933534743225,60.714285714285715
Personal Travel,Eco,3,3,5,neutral or dissatisfied,77.65934065934066,74.99999999999999
Personal Travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,33.333333333333336
Business travel,Business,1,1,1,neutral or dissatisfied,40.91767554479425,35.0
Business travel,Business,3,4,4,satisfied,59.08232445520579,69.44444444444444
Business travel,Eco,1,1,3,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Business,2,3,2,neutral or dissatisfied,49.99999999999995,50.0
Business travel,Business,0,0,4,satisfied,50.0,50.0
Business travel,Eco,4,4,3,neutral or dissatisfied,59.08232445520579,65.0
Business travel,Business,2,3,5,neutral or dissatisfied,51.05295315682276,60.71428571428571
Personal Travel,Eco,3,3,4,neutral or dissatisfied,51.561933534743225,60.714285714285715
Personal Travel,Eco,2,2,4,neutral or dissatisfied,48.43806646525686,39.285714285714285
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,5,4,4,satisfied,59.08232445520579,72.72727272727272
Personal Travel,Eco,2,2,2,neutral or dissatisfied,48.947046843177176,38.33333333333332
Business travel,Eco,4,2,4,satisfied,48.43806646525686,41.66666666666667
Personal Travel,Eco,2,2,3,neutral or dissatisfied,48.947046843177176,43.18181818181818
Business travel,Eco,4,4,3,neutral or dissatisfied,59.08232445520579,65.0
Business travel,Business,5,3,4,satisfied,58.25208681135227,69.44444444444443
Business travel,Business,2,2,2,neutral or dissatisfied,48.947046843177176,45.0
Personal Travel,Eco,1,1,5,neutral or dissatisfied,18.305164319248828,25.0
Business travel,Business,2,4,5,satisfied,59.08232445520579,70.45454545454547
Business travel,Business,4,4,4,satisfied,59.08232445520579,71.15384615384615
Business travel,Business,2,2,2,neutral or dissatisfied,48.947046843177176,45.0
Personal Travel,Eco,4,4,5,satisfied,81.69483568075115,75.0
Business travel,Business,1,4,5,satisfied,59.08232445520579,70.0
Business travel,Business,3,4,3,neutral or dissatisfied,59.08232445520579,67.85714285714286
Business travel,Eco,3,3,3,satisfied,51.05295315682276,58.33333333333332
Personal Travel,Eco,1,1,2,neutral or dissatisfied,40.91767554479425,31.25
Personal Travel,Eco,1,5,1,neutral or dissatisfied,18.305164319248828,25.0
Business travel,Business,4,4,4,neutral or dissatisfied,59.08232445520579,71.15384615384615
Business travel,Eco,2,2,5,neutral or dissatisfied,22.340659340659336,25.0
Business travel,Eco,1,1,1,neutral or dissatisfied,40.91767554479425,31.666666666666668
Business travel,Eco,2,2,2,neutral or dissatisfied,48.947046843177176,41.66666666666666
Business travel,Eco,5,2,4,satisfied,48.43806646525686,41.66666666666666
Personal Travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Eco,4,4,4,satisfied,59.08232445520579,68.33333333333333
Business travel,Eco,0,0,1,satisfied,16.33333333333333,24.999999999999996
Business travel,Business,3,3,3,neutral or dissatisfied,51.05295315682276,62.5
Business travel,Eco,4,4,4,satisfied,59.08232445520579,68.33333333333333
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Business travel,Business,5,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Business,2,4,5,neutral or dissatisfied,81.69483568075115,75.00000000000001
Business travel,Eco,1,3,4,neutral or dissatisfied,51.561933534743225,58.33333333333332
Business travel,Business,3,3,1,neutral or dissatisfied,51.05295315682276,58.33333333333333
Business travel,Business,2,4,4,satisfied,59.08232445520579,67.30769230769232
Business travel,Business,5,4,5,satisfied,62.27472527472529,73.07692307692308
Business travel,Eco,4,4,4,neutral or dissatisfied,59.08232445520579,68.33333333333333
Business travel,Business,0,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Eco Plus,2,0,4,neutral or dissatisfied,50.0,50.0
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,1,3,4,satisfied,51.05295315682276,58.33333333333333
Business travel,Business,2,3,2,satisfied,49.99999999999995,50.0
Business travel,Business,5,2,5,satisfied,58.95081967213113,69.44444444444446
Personal Travel,Eco,4,3,3,satisfied,51.05295315682276,58.33333333333333
Business travel,Business,2,4,3,neutral or dissatisfied,59.08232445520579,63.88888888888889
Business travel,Business,3,3,4,satisfied,51.05295315682276,64.28571428571429
Personal Travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,56.81818181818181
Business travel,Eco,1,1,3,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Business,3,4,4,satisfied,59.08232445520579,69.44444444444444
Personal Travel,Eco,4,4,3,neutral or dissatisfied,51.561933534743225,60.714285714285715
Business travel,Eco,3,3,2,neutral or dissatisfied,51.05295315682276,52.77777777777778
Business travel,Business,4,4,4,neutral or dissatisfied,59.08232445520579,71.15384615384615
Personal Travel,Eco,4,4,2,neutral or dissatisfied,50.00000000000006,50.0
Business travel,Business,2,5,4,satisfied,83.66666666666667,75.0
Business travel,Business,4,2,4,neutral or dissatisfied,56.38380281690136,65.0
Business travel,Eco,1,1,3,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Business,4,4,2,neutral or dissatisfied,59.08232445520579,66.66666666666667
Personal Travel,Eco,4,4,3,neutral or dissatisfied,51.561933534743225,60.714285714285715
Personal Travel,Eco,0,0,3,satisfied,16.33333333333333,25.0
Business travel,Eco,4,5,4,satisfied,81.69483568075115,75.0
Business travel,Business,1,4,4,satisfied,59.08232445520579,66.66666666666667
Business travel,Business,2,5,4,satisfied,83.66666666666667,75.0
Business travel,Eco,2,2,4,neutral or dissatisfied,48.43806646525686,41.66666666666667
Business travel,Business,4,3,4,neutral or dissatisfied,56.38380281690136,67.5
Business travel,Business,2,4,4,satisfied,59.08232445520579,67.30769230769232
Business travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,36.111111111111114
Personal Travel,Eco Plus,2,2,5,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Eco,4,3,4,neutral or dissatisfied,51.561933534743225,62.5
Business travel,Eco,4,4,3,satisfied,59.08232445520579,65.0
Business travel,Eco,2,2,2,neutral or dissatisfied,48.947046843177176,41.66666666666666
Business travel,Eco Plus,2,2,5,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Eco,1,1,5,neutral or dissatisfied,18.305164319248828,25.0
Business travel,Business,5,4,5,satisfied,62.27472527472529,73.07692307692308
Business travel,Eco,1,1,3,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Eco Plus,3,3,4,satisfied,51.05295315682276,57.142857142857146
Business travel,Business,2,2,3,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Business,1,2,1,neutral or dissatisfied,43.616197183098606,40.0
Personal Travel,Eco Plus,1,4,2,neutral or dissatisfied,48.43806646525686,45.0
Business travel,Business,4,5,2,satisfied,83.66666666666667,75.0
Business travel,Eco,2,2,3,neutral or dissatisfied,48.947046843177176,45.0
Personal Travel,Eco,3,4,4,neutral or dissatisfied,59.08232445520579,65.90909090909092
Business travel,Eco,3,3,2,neutral or dissatisfied,51.05295315682276,52.77777777777778
Business travel,Business,1,4,4,satisfied,59.08232445520579,66.66666666666667
Business travel,Business,4,4,2,satisfied,59.08232445520579,66.66666666666667
Business travel,Business,5,5,4,satisfied,83.66666666666667,75.0
Business travel,Business,3,2,4,satisfied,51.05295315682276,58.33333333333333
Business travel,Business,1,1,4,neutral or dissatisfied,50.00000000000006,50.0
Personal Travel,Business,2,2,1,neutral or dissatisfied,48.43806646525686,35.0
Personal Travel,Eco,3,3,5,neutral or dissatisfied,77.65934065934066,74.99999999999999
Personal Travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,33.333333333333336
Personal Travel,Business,2,5,2,neutral or dissatisfied,67.53757225433527,66.66666666666667
Business travel,Eco,1,3,4,neutral or dissatisfied,51.561933534743225,58.33333333333332
Business travel,Eco Plus,3,3,3,neutral or dissatisfied,51.05295315682276,56.25
Business travel,Business,4,4,4,satisfied,59.08232445520579,71.15384615384615
Business travel,Business,2,3,2,neutral or dissatisfied,49.99999999999995,50.0
Business travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Business travel,Business,2,5,5,satisfied,83.66666666666667,75.0
Business travel,Eco Plus,4,4,4,neutral or dissatisfied,59.08232445520579,66.17647058823529
Business travel,Business,3,3,3,neutral or dissatisfied,51.05295315682276,62.5
Business travel,Business,2,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,2,4,5,satisfied,59.08232445520579,70.45454545454547
Business travel,Business,1,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Eco Plus,3,3,5,neutral or dissatisfied,51.05295315682276,60.71428571428571
Business travel,Business,4,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,56.81818181818181
Business travel,Eco,3,2,1,neutral or dissatisfied,48.43806646525686,41.66666666666667
Business travel,Eco,2,2,5,neutral or dissatisfied,22.340659340659336,25.0
Personal Travel,Eco,2,2,1,neutral or dissatisfied,48.43806646525686,34.09090909090909
Business travel,Eco Plus,2,2,4,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Business,4,3,4,neutral or dissatisfied,56.38380281690136,67.5
Personal Travel,Eco,3,4,5,neutral or dissatisfied,81.69483568075115,75.0
Business travel,Eco,3,3,4,neutral or dissatisfied,51.561933534743225,62.5
Business travel,Business,1,4,4,satisfied,59.08232445520579,66.66666666666667
Personal Travel,Eco,4,4,3,neutral or dissatisfied,51.561933534743225,60.714285714285715
Business travel,Business,1,4,5,satisfied,59.08232445520579,70.0
Business travel,Business,3,3,3,neutral or dissatisfied,51.05295315682276,62.5
Business travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Business,3,4,5,satisfied,59.08232445520579,71.875
Personal Travel,Eco,2,1,1,neutral or dissatisfied,40.91767554479425,30.26315789473684
Business travel,Eco,5,5,5,satisfied,83.66666666666667,75.0
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Business travel,Business,5,4,5,satisfied,62.27472527472529,73.07692307692308
Business travel,Business,3,5,5,satisfied,83.66666666666667,74.99999999999999
Business travel,Business,0,4,5,satisfied,59.08232445520579,68.75
Business travel,Business,3,3,5,satisfied,51.05295315682276,66.66666666666667
Business travel,Business,3,5,3,satisfied,83.66666666666667,75.00000000000001
Personal Travel,Eco,2,3,2,neutral or dissatisfied,48.947046843177176,45.0
Business travel,Business,5,5,5,satisfied,83.66666666666667,75.0
Personal Travel,Eco Plus,3,3,3,neutral or dissatisfied,51.05295315682276,56.81818181818181
Business travel,Business,0,0,3,satisfied,50.0,50.0
Business travel,Business,2,1,3,satisfied,50.00000000000006,50.0
Personal Travel,Eco,5,3,3,satisfied,51.05295315682276,58.33333333333332
Personal Travel,Eco,2,2,2,neutral or dissatisfied,48.947046843177176,38.33333333333332
Personal Travel,Eco Plus,3,3,4,neutral or dissatisfied,51.05295315682276,58.33333333333333
Personal Travel,Eco,2,2,3,neutral or dissatisfied,48.947046843177176,43.18181818181818
Business travel,Business,4,4,3,satisfied,59.08232445520579,69.11764705882354
Personal Travel,Eco,3,3,5,neutral or dissatisfied,77.65934065934066,74.99999999999999
Business travel,Business,3,2,4,satisfied,51.05295315682276,58.33333333333333
Business travel,Business,1,4,5,satisfied,59.08232445520579,70.0
Business travel,Business,1,4,2,satisfied,57.627358490566024,56.25000000000001
Personal Travel,Eco,2,2,1,neutral or dissatisfied,48.43806646525686,34.09090909090909
Personal Travel,Business,4,4,1,satisfied,59.08232445520579,67.85714285714286
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Business travel,Eco,4,1,3,satisfied,40.91767554479425,36.111111111111114
Personal Travel,Eco,2,3,2,neutral or dissatisfied,48.947046843177176,45.0
Business travel,Eco,1,1,4,neutral or dissatisfied,40.91767554479425,36.111111111111114
Business travel,Business,1,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,1,3,1,neutral or dissatisfied,44.63039723661485,45.0
Business travel,Eco Plus,4,2,4,satisfied,49.999999999999986,50.0
Personal Travel,Eco,4,4,5,satisfied,81.69483568075115,75.0
Business travel,Business,5,5,3,satisfied,83.66666666666667,75.0
Personal Travel,Eco Plus,3,5,3,neutral or dissatisfied,77.65934065934066,74.99999999999999
Personal Travel,Eco,2,1,2,neutral or dissatisfied,40.91767554479425,30.882352941176467
Business travel,Business,3,3,3,neutral or dissatisfied,51.05295315682276,62.5
Business travel,Business,2,3,2,neutral or dissatisfied,49.99999999999995,50.0
Business travel,Eco Plus,3,3,1,neutral or dissatisfied,51.05295315682276,52.272727272727266
Business travel,Business,2,4,2,neutral or dissatisfied,57.627358490566024,56.25000000000001
Business travel,Eco,3,3,4,neutral or dissatisfied,51.561933534743225,62.5
Business travel,Business,3,2,5,satisfied,51.05295315682276,60.71428571428571
Personal Travel,Eco,4,0,4,satisfied,16.33333333333333,25.0
Personal Travel,Eco,4,4,1,satisfied,50.00000000000006,50.0
Personal Travel,Business,4,5,4,neutral or dissatisfied,83.66666666666667,75.0
Business travel,Business,2,4,5,satisfied,59.08232445520579,70.45454545454547
Business travel,Business,1,5,4,satisfied,83.66666666666667,75.0
Personal Travel,Eco,1,4,1,neutral or dissatisfied,40.91767554479425,35.0
Business travel,Business,3,5,4,satisfied,83.66666666666667,75.0
Business travel,Business,2,2,2,neutral or dissatisfied,48.947046843177176,45.0
Business travel,Eco Plus,3,3,1,neutral or dissatisfied,51.05295315682276,52.272727272727266
Personal Travel,Eco,5,5,2,satisfied,50.0,50.0
Business travel,Eco,3,4,3,neutral or dissatisfied,51.561933534743225,62.5
Personal Travel,Eco,5,4,4,satisfied,59.08232445520579,68.75
Business travel,Business,4,5,2,satisfied,83.66666666666667,75.0
Personal Travel,Eco,3,3,2,neutral or dissatisfied,49.999999999999986,50.0
Business travel,Eco Plus,4,4,4,satisfied,59.08232445520579,66.17647058823529
Business travel,Eco,2,2,5,neutral or dissatisfied,22.340659340659336,25.0
Business travel,Business,5,4,4,satisfied,59.08232445520579,72.72727272727272
Business travel,Eco,0,0,5,satisfied,16.33333333333333,25.0
Business travel,Business,3,4,3,neutral or dissatisfied,59.08232445520579,67.85714285714286
Business travel,Business,1,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,2,5,5,satisfied,83.66666666666667,75.0
Business travel,Business,1,4,5,satisfied,59.08232445520579,70.0
Business travel,Business,5,3,4,satisfied,58.25208681135227,69.44444444444443
Business travel,Eco,3,3,3,neutral or dissatisfied,51.05295315682276,58.33333333333332
Personal Travel,Eco,3,4,4,neutral or dissatisfied,59.08232445520579,65.90909090909092
Business travel,Eco,4,4,4,neutral or dissatisfied,59.08232445520579,68.33333333333333
Personal Travel,Eco,2,2,1,neutral or dissatisfied,48.43806646525686,34.09090909090909
